,name,company,year,Price,kms_driven,fuel_type
1729,Nissan Sunny XL,Nissan,2016,620000,90000,Petrol
1730,Maruti Swift Dzire VXI,Maruti,2016,440000,18000,Petrol
1731,Ford Figo Diesel Titanium,Ford,2012,210000,60000,Diesel
1732,Fiat Grande Punto 1.3 Emotion (Diesel),Fiat,2011,220000,130000,Diesel
1733,Hyundai Elite i20 Petrol Asta,Hyundai,2018,834000,32851,Petrol
1734,Maruti Swift Dzire VDI,Maruti,2014,434999,32000,Diesel
1735,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,680000,62700,Diesel
1736,Maruti Swift Dzire VDi,Maruti,2010,330000,71000,Diesel
1737,Hyundai Grand i10 Sportz,Hyundai,2016,504000,19947,Petrol
1738,Ford Endeavour 3.0L 4X4 AT,Ford,2012,919999,91000,Diesel
1739,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2014,570000,74000,Diesel
1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,Mahindra,2018,848000,55594,Diesel
1741,BMW X6 xDrive 40d,BMW,2013,4800000,58000,Diesel
1742,Renault Duster 110PS Diesel RxZ,Renault,2012,610000,110224,Diesel
1743,Maruti Wagon R LXI,Maruti,2010,275000,21002,Petrol
1744,Maruti Ertiga SHVS VDI,Maruti,2017,800000,121000,Diesel
1745,Maruti Alto LXi BSIII,Maruti,2010,185000,73513,Petrol
1746,Maruti Wagon R AMT VXI Option,Maruti,2015,385000,34000,Petrol
1747,Maruti Eeco 7 Seater Standard,Maruti,2017,474000,28371,Petrol
1748,Renault Duster 110PS Diesel RxL,Renault,2013,563000,74755,Diesel
1749,Maruti Zen Estilo 1.1 LX BSIII,Maruti,2011,262000,25805,Petrol
1750,Renault Duster Petrol RxL,Renault,2015,490000,82603,Petrol
1751,Honda Civic 2006-2010 1.8 S MT,Honda,2006,265000,110000,Petrol
1752,Mahindra XUV500 W8 2WD,Mahindra,2012,599000,88000,Diesel
1753,Mahindra Verito 1.5 D6 BSIV,Mahindra,2011,240000,110000,Diesel
1754,Renault KWID Climber 1.0 MT,Renault,2017,425000,15000,Petrol
1755,Porsche Cayenne Diesel,Porsche,2013,4000000,70000,Diesel
1756,Maruti Swift DDiS VDI,Maruti,2008,270000,150000,Diesel
1757,Datsun GO T Option,Datsun,2016,299000,19000,Petrol
1758,Hyundai i20 1.2 Magna,Hyundai,2011,340000,37442,Petrol
1759,BMW 5 Series 2013-2017 520d Luxury Line,BMW,2016,3080000,63111,Diesel
1760,Maruti Ertiga ZDI,Maruti,2012,585000,88000,Diesel
1761,Hyundai Grand i10 Magna,Hyundai,2014,400000,42355,Petrol
1762,BMW 3 Series 330i,BMW,2011,1412000,75871,Petrol
1763,Chevrolet Cruze LTZ,Chevrolet,2011,455000,65000,Diesel
1764,Mercedes-Benz M-Class ML 350 4Matic,Mercedes-Benz,2015,3800000,69000,Diesel
1765,Maruti Ritz LDi,Maruti,2011,290000,79232,Diesel
1766,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mercedes-Benz,2007,600000,220000,Petrol
1767,Hyundai i20 1.2 Magna Executive,Hyundai,2016,695000,28470,Petrol
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Hyundai,2014,275000,9759,Petrol
1769,Maruti Swift VDI,Maruti,2014,509999,75216,Diesel
1770,Hyundai i20 Sportz 1.2,Hyundai,2017,675000,8000,Petrol
1771,Maruti Ritz ZXi,Maruti,2014,369000,59451,Petrol
1772,Maruti Swift VDI,Maruti,2013,545000,53996,Diesel
1773,Honda WRV i-VTEC VX,Honda,2018,928999,15135,Petrol
1774,Hyundai Xcent 1.2 Kappa AT S Option,Hyundai,2015,400000,53000,Petrol
1775,Honda Amaze E i-Vtech,Honda,2013,290000,40000,Petrol
1776,Hyundai Verna 1.6 SX VTVT (O),Hyundai,2013,525000,21107,Petrol
1777,Honda City V MT,Honda,2014,575000,56000,Petrol
1778,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,2017,1312000,19623,Petrol
1779,Mahindra XUV500 W8 2WD,Mahindra,2014,783000,70963,Diesel
1780,Maruti Wagon R LXI CNG,Maruti,2013,315000,25755,CNG
1781,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2013,1040000,51450,Diesel
1782,Maruti Swift VDI,Maruti,2012,434999,75000,Diesel
1783,Maruti Wagon R VXI AMT,Maruti,2017,523000,37832,Petrol
1784,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2016,601000,43041,Petrol
1785,Honda Amaze VX i-DTEC,Honda,2014,440000,97236,Diesel
1786,BMW 3 Series 320d Highline,BMW,2010,1275000,83000,Diesel
1787,Ford Figo Petrol Titanium,Ford,2011,240000,65000,Petrol
1788,Volkswagen Ameo 1.2 MPI Trendline,Volkswagen,2018,571000,46007,Petrol
1789,Ford Ecosport 1.5 DV5 MT Trend,Ford,2015,549000,65925,Diesel
1790,Honda City 1.3 EXI,Honda,2004,130000,73500,Petrol
1791,Mahindra XUV500 W6 2WD,Mahindra,2014,850000,55000,Diesel
1792,Toyota Fortuner 4x2 Manual,Toyota,2012,1299000,115000,Diesel
1793,Hyundai Grand i10 1.2 Kappa Magna,Hyundai,2017,500000,31184,Petrol
1794,Maruti Dzire AMT ZDI Plus,Maruti,2017,900000,41747,Diesel
1795,Maruti Swift VDI,Maruti,2016,522000,38143,Diesel
1796,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,2012,380000,19030,Petrol
1797,Toyota Etios Liva 1.2 VX Dual Tone,Toyota,2019,727000,20877,Petrol
1798,Maruti Swift VXI,Maruti,2016,509999,23555,Petrol
1799,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mercedes-Benz,2013,2900000,29000,Diesel
1800,Maruti Wagon R VXI,Maruti,2013,290000,61000,Petrol
1801,Tata Nano Lx BSIV,Tata,2012,138000,4187,Petrol
1802,Skoda Laura 1.8 TSI Ambiente,Skoda,2011,550000,46000,Petrol
1803,Volkswagen Polo GT TSI,Volkswagen,2016,725000,28000,Petrol
1804,Hyundai Verna 1.6 SX,Hyundai,2014,698000,83558,Diesel
1805,Tata Bolt Quadrajet XE,Tata,2017,525000,40000,Diesel
1806,Hyundai EON D Lite Plus,Hyundai,2013,195000,36000,Petrol
1807,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,2014,2450000,21000,Diesel
1808,Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,2013,831000,62162,Diesel
1809,Mercedes-Benz M-Class ML 350 CDI,Mercedes-Benz,2012,3600000,83000,Diesel
1810,Hyundai Xcent 1.1 CRDi S,Hyundai,2015,550000,58000,Diesel
1811,Honda Accord 2.4 AT,Honda,2011,589000,62332,Petrol
1812,Volkswagen Vento 1.5 TDI Highline,Volkswagen,2016,795000,50867,Diesel
1813,Hyundai i20 Sportz Petrol,Hyundai,2010,275000,73000,Petrol
1814,Hyundai Elantra CRDi SX,Hyundai,2012,625000,98008,Diesel
1815,Ford Figo Diesel Titanium,Ford,2015,495000,36000,Diesel
1816,Hyundai i20 1.2 Magna Executive,Hyundai,2019,627000,27339,Petrol
1817,Hyundai Verna 1.6 CRDi SX,Hyundai,2017,865000,25000,Diesel
1818,Hyundai Grand i10 Asta,Hyundai,2014,350000,37000,Petrol
1819,Audi Q5 2.0 TDI,Audi,2015,3500000,56000,Diesel
1820,Maruti Swift Dzire ZXi,Maruti,2015,445000,27000,Petrol
1821,Hyundai i20 Magna,Hyundai,2012,265000,37000,Petrol
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Mahindra,2017,470000,10500,Diesel
1823,Hyundai Elantra 1.6 SX Option AT,Hyundai,2014,890000,49000,Diesel
1824,Jeep Compass 2.0 Limited Option Black,Jeep,2017,1745000,7000,Diesel
1825,Maruti Vitara Brezza VDi Option,Maruti,2017,958000,71256,Diesel
1826,Toyota Corolla Altis 1.8 GL,Toyota,2012,622000,83184,Petrol
1827,Mahindra XUV500 W8 2WD,Mahindra,2013,780000,87284,Diesel
1828,BMW X1 xDrive 20d xLine,BMW,2016,2775000,7000,Diesel
1829,Hyundai i20 Magna 1.4 CRDi,Hyundai,2015,700000,29000,Diesel
1830,Mercedes-Benz GLE 350d,Mercedes-Benz,2017,6487000,33552,Diesel
1831,Chevrolet Cruze LTZ,Chevrolet,2013,650000,64000,Diesel
1832,Hyundai i20 1.2 Magna,Hyundai,2011,270000,82000,Petrol
1833,Honda Brio S MT,Honda,2012,250000,70000,Petrol
1834,Nissan Evalia 2013 XL,Nissan,2013,390000,166194,Diesel
1835,Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,2015,395000,58000,Petrol
1836,Hyundai i10 Sportz 1.2,Hyundai,2010,210000,77000,Petrol
1837,Chevrolet Cruze LTZ AT,Chevrolet,2009,350000,73204,Diesel
1838,Hyundai i10 Era,Hyundai,2007,200000,70000,Petrol
1839,Maruti Ertiga VDI,Maruti,2014,535000,79870,Diesel
1840,Honda Amaze S i-Dtech,Honda,2013,380000,90000,Diesel
1841,Mercedes-Benz A Class A180 Sport,Mercedes-Benz,2016,1725000,17000,Petrol
1842,Hyundai Grand i10 1.2 Kappa Magna,Hyundai,2018,553000,46493,Petrol
1843,Hyundai i10 Sportz 1.2,Hyundai,2009,195000,68000,Petrol
1844,Maruti Swift DDiS ZDI Plus,Maruti,2017,819999,2000,Diesel
1845,Honda City 1.3 EXI,Honda,1999,90000,140000,Petrol
1846,Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,2013,650000,255000,Diesel
1847,Mini Cooper Countryman D High,Mini,2014,1941000,45535,Diesel
1848,Fiat Linea T-Jet Active,Fiat,2016,658000,39228,Petrol
1849,Chevrolet Aveo 1.4 LT,Chevrolet,2011,210000,57000,Petrol
1850,Hyundai i10 Era 1.1,Hyundai,2008,200000,85445,Petrol
1851,Hyundai Xcent 1.1 CRDi Base,Hyundai,2015,370000,54000,Diesel
1852,Maruti Celerio VXI AT,Maruti,2014,380000,53000,Petrol
1853,Hyundai i10 Sportz,Hyundai,2014,325000,60000,Petrol
1854,Renault Duster 85PS Diesel RxL,Renault,2015,553000,65668,Diesel
1855,BMW 3 Series 320d,BMW,2011,1090000,100000,Diesel
1856,Hyundai Grand i10 Sportz,Hyundai,2018,509999,1800,Petrol
1857,Hyundai Santro DX,Hyundai,2007,220000,96000,Petrol
1858,Chevrolet Spark 1.0 LS,Chevrolet,2009,160000,44200,Petrol
1859,Honda City i VTEC VX Option,Honda,2018,1125000,14000,Petrol
1860,Volkswagen Vento Diesel Highline,Volkswagen,2013,590000,720000,Diesel
1861,Toyota Fortuner 4x2 4 Speed AT,Toyota,2012,1440000,73000,Diesel
1862,Honda City 1.5 S MT,Honda,2011,360000,68000,Petrol
1863,BMW 5 Series 2013-2017 520d Luxury Line,BMW,2017,4050000,19543,Diesel
1864,Audi Q5 30 TDI quattro Premium Plus,Audi,2014,3895000,38000,Diesel
1865,Maruti Ritz LDi,Maruti,2014,360000,32805,Diesel
1866,Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,2016,712000,44782,Diesel
1867,Honda City i DTEC SV,Honda,2016,752000,55700,Diesel
1868,Audi A4 New 2.0 TDI Multitronic,Audi,2012,1035000,60000,Diesel
1869,Skoda Rapid 1.6 MPI Elegance,Skoda,2014,700000,56000,Petrol
1870,Toyota Fortuner 3.0 Diesel,Toyota,2011,1085000,60000,Diesel
1871,Chevrolet Optra Magnum 2.0 LT BS3,Chevrolet,2010,235000,78563,Diesel
1872,Maruti Eeco 7 Seater Standard,Maruti,2014,290000,34669,Petrol
1873,Maruti Ciaz ZXi,Maruti,2017,765000,17000,Petrol
1874,Maruti Ciaz VDi Plus SHVS,Maruti,2016,640000,66000,Diesel
1875,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Toyota,2014,1010000,102418,Diesel
1876,Maruti Swift Dzire VXI,Maruti,2014,425000,48800,Petrol
1877,Toyota Innova Crysta 2.8 GX AT,Toyota,2019,1964999,10601,Diesel
1878,Tata Indica V2 eLX,Tata,2017,440000,8200,Diesel
1879,Hyundai i20 Magna,Hyundai,2012,325000,100000,Petrol
1880,Ford Fiesta 1.4 Duratorq ZXI,Ford,2012,280000,78000,Diesel
1881,Chevrolet Enjoy 1.3 TCDi LS 8,Chevrolet,2015,430000,50000,Diesel
1882,Ford Fiesta 1.4 Duratorq EXI,Ford,2006,155000,89327,Diesel
1883,Honda CR-V 2.4 MT,Honda,2007,470000,98000,Petrol
1884,Honda Jazz 1.2 VX i VTEC,Honda,2017,707000,24700,Petrol
1885,Mercedes-Benz GLS 350d Grand Edition,Mercedes-Benz,2018,7900000,6000,Diesel
1886,Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,2018,575000,9434,Petrol
1887,Maruti Ritz VXi,Maruti,2012,325000,29000,Petrol
1888,Volkswagen Ameo 1.5 TDI Highline AT,Volkswagen,2017,889000,22440,Diesel
1889,Honda City i VTEC SV,Honda,2015,590000,73070,Petrol
1890,Honda Jazz 1.2 S i VTEC,Honda,2016,495000,21771,Petrol
1891,Maruti Swift Ldi BSIV,Maruti,2014,375000,62000,Diesel
1892,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2017,1097000,37024,Diesel
1893,Audi A7 2011-2015 3.0 TDI Quattro,Audi,2014,2494000,60336,Diesel
1894,Hyundai EON D Lite Plus,Hyundai,2014,197000,26008,Petrol
1895,Ford Figo Diesel EXI,Ford,2010,140000,90000,Diesel
1896,Volkswagen Ameo 1.2 MPI Highline,Volkswagen,2018,727000,35569,Petrol
1897,Renault Scala Diesel RxL,Renault,2013,400000,40000,Diesel
1898,Honda Jazz 1.2 V i VTEC,Honda,2015,475000,45000,Petrol
1899,Hyundai i20 1.2 Sportz,Hyundai,2015,509999,42000,Petrol
1900,Audi A4 3.0 TDI Quattro Premium,Audi,2012,1611000,46913,Diesel
1901,Mahindra Ssangyong Rexton RX7,Mahindra,2014,1055000,62000,Diesel
1902,Toyota Fortuner 2.8 2WD AT,Toyota,2017,3000000,15000,Diesel
1903,Skoda Octavia Classic 1.9 TDI MT,Skoda,2002,160000,69000,Diesel
1904,Mercedes-Benz New C-Class 250 CDI Classic,Mercedes-Benz,2012,1848999,41367,Diesel
1905,Maruti Ciaz 1.4 Zeta,Maruti,2018,996000,15982,Petrol
1906,Maruti Swift ZDi,Maruti,2013,475000,99595,Diesel
1907,Toyota Qualis FS B3,Toyota,2002,365000,63000,Diesel
1908,BMW 5 Series 2007-2010 525d Sedan,BMW,2012,1550000,49000,Diesel
1909,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Mitsubishi,2013,1182000,48272,Diesel
1910,Toyota Corolla H2,Toyota,2008,204999,63000,Petrol
1911,Maruti Wagon R LXI CNG,Maruti,2016,330000,77000,CNG
1912,Maruti Omni E MPI STD BS IV,Maruti,2013,225000,11734,Petrol
1913,Audi A6 2011-2015 2.0 TDI,Audi,2014,2012000,62012,Diesel
1914,Hyundai Xcent 1.2 Kappa S Option CNG,Hyundai,2017,495000,46000,CNG
1915,Honda Jazz 1.5 S i DTEC,Honda,2016,748000,45449,Diesel
1916,Mercedes-Benz E-Class 200 Kompressor Elegance,Mercedes-Benz,2004,550000,85000,Petrol
1917,Honda City 1.5 EXI,Honda,2005,170000,88000,Petrol
1918,Audi A4 2.0 TDI,Audi,2013,1319000,45330,Diesel
1919,Maruti Swift Dzire VXI,Maruti,2012,385000,88000,Petrol
1920,Maruti Dzire VDI,Maruti,2016,575000,45376,Diesel
1921,Mahindra XUV500 W8 4WD,Mahindra,2014,900000,81000,Diesel
1922,Chevrolet Beat LT,Chevrolet,2012,221000,83381,Petrol
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Ford,2017,809000,78526,Diesel
1924,BMW 5 Series 2013-2017 530d M Sport,BMW,2017,4863000,27313,Diesel
1925,Audi Q5 30 TDI quattro Premium Plus,Audi,2015,3947000,42747,Diesel
1926,BMW X1 sDrive 20d xLine,BMW,2015,2224000,42265,Diesel
1927,Hyundai i10 Magna AT,Hyundai,2009,260000,21000,Petrol
1928,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2016,1200000,55100,Diesel
1929,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,2014,1800000,70000,Diesel
1930,Mercedes-Benz S Class 2005 2013 S 350 L,Mercedes-Benz,2007,999000,55000,Petrol
1931,Hyundai i10 Magna,Hyundai,2012,245000,58235,Petrol
1932,Ford EcoSport 1.5 Diesel Titanium,Ford,2017,899000,26000,Diesel
1933,Volkswagen Vento Diesel Highline,Volkswagen,2011,315000,35000,Diesel
1934,Maruti Dzire ZDI Plus,Maruti,2017,819999,24000,Diesel
1935,Mahindra Scorpio 1.99 S10,Mahindra,2016,1150000,98000,Diesel
1936,Hyundai i20 Asta 1.4 CRDi,Hyundai,2016,730000,44487,Diesel
1937,Maruti Alto LXi,Maruti,2008,159000,65000,Petrol
1938,Hyundai i10 Magna,Hyundai,2015,315000,34951,Petrol
1939,Mahindra Scorpio S6 7 Seater,Mahindra,2015,850000,52373,Diesel
1940,Skoda Fabia 1.2L Diesel Classic,Skoda,2010,300000,66285,Diesel
1941,BMW X5 xDrive 30d,BMW,2012,2100000,66000,Diesel
1942,Honda Jazz 1.5 S i DTEC,Honda,2016,775000,43000,Diesel
1943,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mercedes-Benz,2013,2300000,45200,Diesel
1944,Mahindra XUV500 AT W10 FWD,Mahindra,2016,1375000,41000,Diesel
1945,Honda City i VTEC CVT SV,Honda,2017,828999,39430,Petrol
1946,Maruti Swift VDI,Maruti,2014,579000,83274,Diesel
1947,Mercedes-Benz New C-Class 220 CDI AT,Mercedes-Benz,2017,3050000,32324,Diesel
1948,Honda City 1.5 S MT,Honda,2011,380000,49999,Petrol
1949,Tata Sumo EX,Tata,2014,445000,66000,Diesel
1950,Hyundai i20 Magna,Hyundai,2012,330000,54000,Petrol
1951,Fiat Linea 1.3 Dynamic,Fiat,2009,175000,80000,Diesel
1952,Honda Civic 2006-2010 1.8 V AT,Honda,2011,550000,72000,Petrol
1953,Hyundai Creta 1.6 SX Plus Diesel,Hyundai,2017,1335000,44865,Diesel
1954,Audi A3 35 TDI Technology,Audi,2017,2250000,22000,Diesel
1955,Hyundai Verna VTVT 1.6 SX Option,Hyundai,2013,525000,57478,Petrol
1956,Hyundai i20 1.4 CRDi Magna,Hyundai,2011,375000,75000,Diesel
1957,Honda Mobilio S i DTEC,Honda,2015,632000,50624,Diesel
1958,Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,2018,775000,75000,Diesel
1959,Ford Fiesta 1.6 ZXI Duratec,Ford,2006,137000,87000,Petrol
1960,Hyundai i10 Sportz 1.2,Hyundai,2010,210000,62000,Petrol
1961,Maruti Vitara Brezza ZDi,Maruti,2016,930000,41372,Diesel
1962,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2015,1200000,70000,Diesel
1963,Mercedes-Benz GLA Class 200 d Sport,Mercedes-Benz,2017,2350000,35000,Diesel
1964,Maruti Alto LXi BSIII,Maruti,2006,180000,71993,Petrol
1965,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes-Benz,2013,1250000,62000,Diesel
1966,Maruti Swift LDI,Maruti,2015,474000,51000,Diesel
1967,Hyundai Grand i10 Sportz,Hyundai,2016,543000,26038,Petrol
1968,Toyota Fortuner 4x4 AT,Toyota,2018,3162000,37713,Diesel
1969,Toyota Innova 2.0 GX 8 STR,Toyota,2011,630000,78088,Petrol
1970,Ford EcoSport 1.5 TDCi Titanium,Ford,2017,844999,30453,Diesel
1971,Ford Figo 1.2P Titanium MT,Ford,2016,500000,54000,Petrol
1972,Toyota Fortuner 3.0 Diesel,Toyota,2011,1300000,190000,Diesel
1973,Maruti Swift Dzire VXI,Maruti,2012,470000,65097,Petrol
1974,BMW 7 Series 740Li,BMW,2018,9367000,28060,Petrol
1975,Skoda Superb 1.8 TSI MT,Skoda,2012,330000,282000,Petrol
1976,Maruti Wagon R LXI Minor,Maruti,2009,151000,111000,Petrol
1977,Renault Duster 110PS Diesel RxZ,Renault,2013,609000,63295,Diesel
1978,Maruti Ciaz VXi Plus,Maruti,2015,595000,35770,Petrol
1979,Hyundai Elantra CRDi SX,Hyundai,2012,900000,125928,Diesel
1980,Skoda Rapid 1.5 TDI AT Elegance,Skoda,2015,425000,45000,Diesel
1981,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes-Benz,2013,2350000,21000,Diesel
1982,Honda Accord 2.4 A/T,Honda,2011,635000,54774,Petrol
1983,Maruti Celerio VXI,Maruti,2014,340000,41123,Petrol
1984,BMW 7 Series 740Li,BMW,2017,9300000,17465,Petrol
1985,BMW 3 Series 320d Sport,BMW,2014,2160000,48000,Diesel
1986,Volkswagen Vento Diesel Trendline,Volkswagen,2011,400000,173000,Diesel
1987,Maruti Swift Dzire Tour LDI,Maruti,2018,550000,12000,Diesel
1988,Land Rover Freelander 2 SE,Land,2012,1925000,34000,Diesel
1989,Hyundai i20 1.4 CRDi Magna,Hyundai,2012,395000,71360,Diesel
1990,Maruti Dzire VDI,Maruti,2012,425000,74000,Diesel
1991,Jeep Compass 2.0 Longitude,Jeep,2018,1702000,28937,Diesel
1992,Maruti Ertiga VDI,Maruti,2012,650000,82085,Diesel
1993,Ford Figo Petrol ZXI,Ford,2011,295000,68465,Petrol
1994,Toyota Corolla Altis 1.4 DG,Toyota,2013,712000,63854,Diesel
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,2018,1125000,3000,Diesel
1996,Honda City 1.5 S MT,Honda,2009,275000,65055,Petrol
1997,Mahindra Scorpio S10 4WD,Mahindra,2015,1200000,120000,Diesel
1998,Hyundai Xcent 1.2 VTVT SX,Hyundai,2014,367000,64241,Petrol
1999,Mercedes-Benz E-Class 220 CDI,Mercedes-Benz,2001,500000,121000,Diesel
2000,Mahindra Renault Logan 1.4 GLX Petrol,Mahindra,2008,229999,2200,Petrol
2001,Skoda Octavia 1.9 TDI,Skoda,2008,220000,88123,Diesel
2002,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mercedes-Benz,2014,4100000,79000,Diesel
2003,BMW X1 sDrive 20d xLine,BMW,2016,2850000,28143,Diesel
2004,Volkswagen Vento 2013-2015 1.6 Comfortline,Volkswagen,2015,549000,23001,Petrol
2005,Audi A4 2.0 TDI,Audi,2013,1750000,82002,Diesel
2006,Ford Ikon 1.4 TDCi DuraTorq,Ford,2009,199000,75000,Diesel
2007,Hyundai Verna 1.6 CRDi EX MT,Hyundai,2016,664000,37451,Diesel
2008,Toyota Innova Crysta 2.4 VX MT,Toyota,2017,1650000,67000,Diesel
2009,Hyundai Grand i10 Asta Option,Hyundai,2016,500000,25000,Petrol
2010,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,2017,540000,12000,Petrol
2011,Renault KWID RXT,Renault,2017,299000,25000,Petrol
2012,Honda City 1.5 S MT,Honda,2011,409999,95936,Petrol
2013,Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,2018,676000,5354,Petrol
2014,Volkswagen Polo 1.0 MPI Comfortline,Volkswagen,2016,550000,42000,Petrol
2015,Maruti Swift VDI BSIV,Maruti,2014,599000,44282,Diesel
2016,Nissan Sunny 2011-2014 Diesel XV,Nissan,2012,259000,70000,Diesel
2017,Jaguar XF 2.2 Litre Luxury,Jaguar,2013,2675000,31400,Diesel
2018,Maruti Ciaz ZDi SHVS,Maruti,2016,850000,50000,Diesel
2019,Audi Q5 2008-2012 2.0 TDI,Audi,2011,2300000,53000,Diesel
2020,Ford Figo Petrol ZXI,Ford,2014,335000,21727,Petrol
2021,Hyundai Santa Fe 4x4 AT,Hyundai,2012,1075000,43000,Diesel
2022,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,2013,629000,75000,Diesel
2023,Renault Duster 110PS Diesel RxL,Renault,2014,775000,73557,Diesel
2024,Audi A4 New 2.0 TDI Multitronic,Audi,2012,1350000,44555,Diesel
2025,Maruti Eeco 7 Seater Standard,Maruti,2013,375000,54885,Petrol
2026,Mahindra Xylo E4,Mahindra,2011,375000,76000,Diesel
2027,Maruti Wagon R LXI,Maruti,2006,150000,101000,Petrol
2028,Maruti Wagon R LXI BSIII,Maruti,2005,145000,66000,Petrol
2029,Maruti SX4 ZXI MT BSIV,Maruti,2013,412000,84360,Petrol
2030,Toyota Innova Crysta 2.4 VX MT,Toyota,2016,1711000,25121,Diesel
2031,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2015,1025000,100000,Diesel
2032,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2011,249000,66035,Diesel
2033,Toyota Etios G,Toyota,2015,385000,190000,Petrol
2034,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,625000,85670,Diesel
2035,Hyundai Grand i10 CRDi Magna,Hyundai,2015,488000,35000,Diesel
2036,Honda City i VTEC CVT SV,Honda,2016,944999,8000,Petrol
2037,Toyota Innova 2.5 G3,Toyota,2007,480000,162000,Diesel
2038,Hyundai EON Era Plus,Hyundai,2012,199000,60000,Petrol
2039,Hyundai i10 Magna 1.2,Hyundai,2010,280000,70600,Petrol
2040,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Mercedes-Benz,2011,2200000,25000,Petrol
2041,Mahindra Bolero SLE,Mahindra,2012,430000,75000,Diesel
2042,Skoda Laura Ambition 2.0 TDI CR AT,Skoda,2014,975000,85071,Diesel
2043,Maruti Swift ZXI,Maruti,2015,590000,40000,Petrol
2044,Audi A4 2.0 TDI,Audi,2013,1450000,67000,Diesel
2045,Ford Fiesta 1.4 SXi TDCi ABS,Ford,2009,240000,55000,Diesel
2046,Maruti SX4 Vxi BSIII,Maruti,2008,211000,62000,Petrol
2047,Hyundai Grand i10 AT Asta,Hyundai,2017,760000,22526,Petrol
2048,Maruti Ritz AT,Maruti,2012,360000,57788,Petrol
2049,Mahindra Scorpio 2.6 CRDe,Mahindra,2013,600000,72000,Diesel
2050,Mahindra Scorpio S4 7 Seater,Mahindra,2014,745000,83128,Diesel
2051,Maruti Alto LXi,Maruti,2011,210000,75000,Petrol
2052,Renault Duster 110PS Diesel RxZ,Renault,2013,520000,58000,Diesel
2053,Mahindra Jeep MM 550 PE,Mahindra,2009,699000,26000,Diesel
2054,Maruti Ignis 1.2 Alpha,Maruti,2017,636000,1000,Petrol
2055,Toyota Innova 2.5 ZX Diesel 7 Seater,Toyota,2015,1162000,59751,Diesel
2056,BMW 7 Series 730Ld Eminence,BMW,2015,4360000,29966,Diesel
2057,Hyundai Sonata Embera 2.0L CRDi MT,Hyundai,2009,490000,65000,Diesel
2058,Renault Duster Adventure Edition,Renault,2015,670000,75863,Diesel
2059,Maruti Wagon R CNG LXI,Maruti,2013,305000,54000,CNG
2060,Audi A4 2.0 TDI 177 Bhp Technology Edition,Audi,2014,2500000,24000,Diesel
2061,Jeep Compass 2.0 Longitude,Jeep,2018,1905000,33218,Diesel
2062,Hyundai Verna 1.4 VTVT,Hyundai,2015,450000,33425,Petrol
2063,Honda Amaze VX i-Vtech,Honda,2013,415000,47000,Petrol
2064,Hyundai Creta 1.6 CRDi SX Option,Hyundai,2015,1190000,41000,Diesel
2065,Hyundai i10 Magna 1.1,Hyundai,2011,210000,62000,Petrol
2066,Mahindra TUV 300 T8,Mahindra,2016,695000,47035,Diesel
2067,Maruti Swift Dzire VXi,Maruti,2008,240000,56230,Petrol
2068,Hyundai Accent GLE 1,Hyundai,2007,265000,55000,Petrol
2069,Mahindra XUV500 W8 2WD,Mahindra,2014,900000,70669,Diesel
2070,Maruti Alto K10 2010-2014 VXI,Maruti,2012,210000,69000,Petrol
